K,Question Type,Answer Precision,Answer Recall,Answer F1,Answer Accuracy,Explanation Precision,Explanation Recall,Explanation F1,Explanation Accuracy,Count
20,two tables single join multiple rows,0.7222,0.3714,0.4906,0.1250,0.0000,0.0000,0.0000,0.0000,8
20,single table multiple rows,0.6000,0.3214,0.4186,0.1000,0.4000,0.1429,0.2105,0.0000,10
21,single table single row,0.6000,0.6667,0.6316,0.5556,0.5455,0.6667,0.6000,0.3333,9
21,two tables single join,0.1538,0.1818,0.1667,0.1667,0.0000,0.0000,0.0000,0.0000,12
21,three tables two join,0.3333,0.2857,0.3077,0.1000,0.1000,0.0714,0.0833,0.0000,10
21,two tables single join multiple rows,0.6875,0.3143,0.4314,0.0000,0.0000,0.0000,0.0000,0.0000,8
21,single table multiple rows,0.7143,0.3571,0.4762,0.2000,0.3636,0.1429,0.2051,0.0000,10
22,single table single row,0.6000,0.6667,0.6316,0.5556,0.3636,0.4444,0.4000,0.2222,9
22,two tables single join,0.0769,0.0909,0.0833,0.0833,0.0000,0.0000,0.0000,0.0000,12
22,three tables two join,0.3333,0.2857,0.3077,0.1000,0.1000,0.0714,0.0833,0.0000,10
22,two tables single join multiple rows,0.5455,0.1714,0.2609,0.0000,0.0000,0.0000,0.0000,0.0000,8
22,single table multiple rows,0.6000,0.3214,0.4186,0.1000,0.3333,0.1429,0.2000,0.0000,10
23,single table single row,0.6364,0.7778,0.7000,0.6667,0.2727,0.3333,0.3000,0.2222,9
23,two tables single join,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12
23,three tables two join,0.2308,0.2143,0.2222,0.1000,0.2000,0.1429,0.1667,0.0000,10
23,two tables single join multiple rows,0.6471,0.3143,0.4231,0.0000,0.0000,0.0000,0.0000,0.0000,8
23,single table multiple rows,0.6316,0.4286,0.5106,0.2000,0.4375,0.2500,0.3182,0.1000,10
24,single table single row,0.7273,0.8889,0.8000,0.7778,0.2500,0.3333,0.2857,0.3333,9
24,two tables single join,0.0714,0.0909,0.0800,0.0833,0.0000,0.0000,0.0000,0.0000,12
24,three tables two join,0.2308,0.2143,0.2222,0.1000,0.2000,0.1429,0.1667,0.0000,10
24,two tables single join multiple rows,0.4545,0.1429,0.2174,0.0000,0.0000,0.0000,0.0000,0.0000,8
24,single table multiple rows,0.7059,0.4286,0.5333,0.2000,0.2143,0.1071,0.1429,0.0000,10
25,single table single row,0.6364,0.7778,0.7000,0.6667,0.1667,0.2222,0.1905,0.1111,9
25,two tables single join,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12
25,three tables two join,0.2500,0.2143,0.2308,0.1000,0.2000,0.1429,0.1667,0.0000,10
25,two tables single join multiple rows,0.6875,0.3143,0.4314,0.0000,0.0000,0.0000,0.0000,0.0000,8
25,single table multiple rows,0.7059,0.4286,0.5333,0.2000,0.1429,0.0714,0.0952,0.0000,10
26,single table single row,0.7273,0.8889,0.8000,0.7778,0.3000,0.3333,0.3158,0.2222,9
26,two tables single join,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12
26,three tables two join,0.2500,0.2143,0.2308,0.1000,0.1000,0.0714,0.0833,0.0000,10
26,two tables single join multiple rows,0.6000,0.2571,0.3600,0.0000,0.0000,0.0000,0.0000,0.0000,8
26,single table multiple rows,0.6667,0.4286,0.5217,0.2000,0.1538,0.0714,0.0976,0.0000,10
27,single table single row,0.7273,0.8889,0.8000,0.7778,0.2727,0.3333,0.3000,0.2222,9
27,two tables single join,0.0769,0.0909,0.0833,0.0833,0.0000,0.0000,0.0000,0.0000,12
27,three tables two join,0.2143,0.2143,0.2143,0.1000,0.1111,0.0714,0.0870,0.0000,10
27,two tables single join multiple rows,0.6000,0.2571,0.3600,0.0000,0.0000,0.0000,0.0000,0.0000,8
27,single table multiple rows,0.3077,0.4286,0.3582,0.2000,0.1667,0.0714,0.1000,0.0000,10
28,single table single row,0.0938,0.3333,0.1463,0.3333,0.4286,0.3333,0.3750,0.2222,9
28,two tables single join,0.0333,0.0909,0.0488,0.0833,0.0000,0.0000,0.0000,0.0000,12
28,three tables two join,0.0938,0.2143,0.1304,0.1000,0.2000,0.1429,0.1667,0.1000,10
28,two tables single join multiple rows,0.6250,0.2857,0.3922,0.0000,0.0000,0.0000,0.0000,0.0000,8
28,single table multiple rows,0.3226,0.3571,0.3390,0.1000,0.2222,0.0714,0.1081,0.0000,10
29,single table single row,0.0755,0.4444,0.1290,0.4444,0.2857,0.2222,0.2500,0.2222,9
29,two tables single join,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12
29,three tables two join,0.2308,0.2143,0.2222,0.1000,0.0000,0.0000,0.0000,0.0000,10
29,two tables single join multiple rows,0.5000,0.1429,0.2222,0.0000,0.0000,0.0000,0.0000,0.0000,8
29,single table multiple rows,0.2424,0.2857,0.2623,0.1000,0.3333,0.1071,0.1622,0.0000,10
30,single table single row,0.0938,0.3333,0.1463,0.3333,0.2857,0.2222,0.2500,0.2222,9
30,two tables single join,0.0130,0.0909,0.0227,0.0833,0.0000,0.0000,0.0000,0.0000,12
30,three tables two join,0.0909,0.0714,0.0800,0.0000,0.0000,0.0000,0.0000,0.0000,10
30,two tables single join multiple rows,0.1633,0.2286,0.1905,0.0000,0.0000,0.0000,0.0000,0.0000,8
30,single table multiple rows,0.6154,0.2857,0.3902,0.1000,0.3000,0.1071,0.1579,0.0000,10
31,single table single row,0.1000,0.3333,0.1538,0.3333,0.2000,0.1111,0.1429,0.0000,9
31,two tables single join,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12
31,three tables two join,0.0769,0.0714,0.0741,0.0000,0.0000,0.0000,0.0000,0.0000,10
31,two tables single join multiple rows,0.4615,0.1714,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,8
31,single table multiple rows,0.5556,0.1786,0.2703,0.1000,0.6000,0.1071,0.1818,0.0000,10
32,single table single row,0.0000,0.0000,0.0000,0.0000,0.3333,0.1111,0.1667,0.0000,9
32,two tables single join,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12
32,three tables two join,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
32,two tables single join multiple rows,0.0652,0.0857,0.0741,0.0000,0.0000,0.0000,0.0000,0.0000,8
32,single table multiple rows,0.4615,0.2143,0.2927,0.1000,0.1667,0.0357,0.0588,0.0000,10
33,single table single row,0.0455,0.1111,0.0645,0.1111,0.0000,0.0000,0.0000,0.0000,9
33,two tables single join,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12
33,three tables two join,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
33,two tables single join multiple rows,0.0556,0.0286,0.0377,0.0000,0.0000,0.0000,0.0000,0.0000,8
33,single table multiple rows,0.2174,0.1786,0.1961,0.1000,0.0000,0.0000,0.0000,0.0000,10
34,single table single row,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9
34,two tables single join,0.0000,0.0000,0.0000,0.0833,0.0000,0.0000,0.0000,0.0833,12
34,three tables two join,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
34,two tables single join multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8
34,single table multiple rows,0.0870,0.0714,0.0784,0.1000,0.0000,0.0000,0.0000,0.0000,10
35,single table single row,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9
35,two tables single join,0.0000,0.0000,0.0000,0.0833,0.0000,0.0000,0.0000,0.0833,12
35,three tables two join,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
35,two tables single join multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8
35,single table multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
36,single table single row,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9
36,two tables single join,0.0000,0.0000,0.0000,0.0833,0.0000,0.0000,0.0000,0.0833,12
36,three tables two join,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
36,two tables single join multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8
36,single table multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
37,single table single row,0.0000,0.0000,0.0000,0.1111,0.0000,0.0000,0.0000,0.1111,9
37,two tables single join,0.0000,0.0000,0.0000,0.0833,0.0000,0.0000,0.0000,0.0833,12
37,three tables two join,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
37,two tables single join multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8
37,single table multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
38,single table single row,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9
38,two tables single join,0.0000,0.0000,0.0000,0.0833,0.0000,0.0000,0.0000,0.0833,12
38,three tables two join,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
38,two tables single join multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8
38,single table multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
39,single table single row,0.0000,0.0000,0.0000,0.1111,0.0000,0.0000,0.0000,0.1111,9
39,two tables single join,0.0000,0.0000,0.0000,0.0833,0.0000,0.0000,0.0000,0.0833,12
39,three tables two join,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
39,two tables single join multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8
39,single table multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
40,single table single row,0.0000,0.0000,0.0000,0.1111,0.0000,0.0000,0.0000,0.1111,9
40,two tables single join,0.0000,0.0000,0.0000,0.0833,0.0000,0.0000,0.0000,0.0833,12
40,three tables two join,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
40,two tables single join multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8
40,single table multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
41,single table single row,0.0000,0.0000,0.0000,0.1111,0.0000,0.0000,0.0000,0.1111,9
41,two tables single join,0.0000,0.0000,0.0000,0.0833,0.0000,0.0000,0.0000,0.0833,12
41,three tables two join,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
41,two tables single join multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8
41,single table multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
42,single table single row,0.0000,0.0000,0.0000,0.1111,0.0000,0.0000,0.0000,0.1111,9
42,two tables single join,0.0000,0.0000,0.0000,0.0833,0.0000,0.0000,0.0000,0.0833,12
42,three tables two join,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
42,two tables single join multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8
42,single table multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
43,single table single row,0.0000,0.0000,0.0000,0.1111,0.0000,0.0000,0.0000,0.1111,9
43,two tables single join,0.0000,0.0000,0.0000,0.0833,0.0000,0.0000,0.0000,0.0833,12
43,three tables two join,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
43,two tables single join multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8
43,single table multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
44,single table single row,0.0000,0.0000,0.0000,0.1111,0.0000,0.0000,0.0000,0.1111,9
44,two tables single join,0.0000,0.0000,0.0000,0.0833,0.0000,0.0000,0.0000,0.0833,12
44,three tables two join,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
44,two tables single join multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8
44,single table multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
45,single table single row,0.0000,0.0000,0.0000,0.1111,0.0000,0.0000,0.0000,0.1111,9
45,two tables single join,0.0000,0.0000,0.0000,0.0833,0.0000,0.0000,0.0000,0.0833,12
45,three tables two join,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
45,two tables single join multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8
45,single table multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
46,single table single row,0.0000,0.0000,0.0000,0.1111,0.0000,0.0000,0.0000,0.1111,9
46,two tables single join,0.0000,0.0000,0.0000,0.0833,0.0000,0.0000,0.0000,0.0833,12
46,three tables two join,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
46,two tables single join multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8
46,single table multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
47,single table single row,0.0000,0.0000,0.0000,0.1111,0.0000,0.0000,0.0000,0.1111,9
47,two tables single join,0.0000,0.0000,0.0000,0.0833,0.0000,0.0000,0.0000,0.0833,12
47,three tables two join,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
47,two tables single join multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8
47,single table multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
48,single table single row,0.0000,0.0000,0.0000,0.1111,0.0000,0.0000,0.0000,0.1111,9
48,two tables single join,0.0000,0.0000,0.0000,0.0833,0.0000,0.0000,0.0000,0.0833,12
48,three tables two join,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
48,two tables single join multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8
48,single table multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
49,single table single row,0.0000,0.0000,0.0000,0.1111,0.0000,0.0000,0.0000,0.1111,9
49,two tables single join,0.0000,0.0000,0.0000,0.0833,0.0000,0.0000,0.0000,0.0833,12
49,three tables two join,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
49,two tables single join multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8
49,single table multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
50,single table single row,0.0000,0.0000,0.0000,0.1111,0.0000,0.0000,0.0000,0.1111,9
50,two tables single join,0.0000,0.0000,0.0000,0.0833,0.0000,0.0000,0.0000,0.0833,12
50,three tables two join,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
50,two tables single join multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8
50,single table multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
51,single table single row,0.0000,0.0000,0.0000,0.1111,0.0000,0.0000,0.0000,0.1111,9
51,two tables single join,0.0000,0.0000,0.0000,0.0833,0.0000,0.0000,0.0000,0.0833,12
51,three tables two join,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
51,two tables single join multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8
51,single table multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
52,single table single row,0.0000,0.0000,0.0000,0.1111,0.0000,0.0000,0.0000,0.1111,9
52,two tables single join,0.0000,0.0000,0.0000,0.0833,0.0000,0.0000,0.0000,0.0833,12
52,three tables two join,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
52,two tables single join multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8
52,single table multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
53,single table single row,0.0000,0.0000,0.0000,0.1111,0.0000,0.0000,0.0000,0.1111,9
53,two tables single join,0.0000,0.0000,0.0000,0.0833,0.0000,0.0000,0.0000,0.0833,12
53,three tables two join,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
53,two tables single join multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8
53,single table multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
54,single table single row,0.0000,0.0000,0.0000,0.1111,0.0000,0.0000,0.0000,0.1111,9
54,two tables single join,0.0000,0.0000,0.0000,0.0833,0.0000,0.0000,0.0000,0.0833,12
54,three tables two join,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
54,two tables single join multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8
54,single table multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
55,single table single row,0.0000,0.0000,0.0000,0.1111,0.0000,0.0000,0.0000,0.1111,9
55,two tables single join,0.0000,0.0000,0.0000,0.0833,0.0000,0.0000,0.0000,0.0833,12
55,three tables two join,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
55,two tables single join multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8
55,single table multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
56,single table single row,0.0000,0.0000,0.0000,0.1111,0.0000,0.0000,0.0000,0.1111,9
56,two tables single join,0.0000,0.0000,0.0000,0.0833,0.0000,0.0000,0.0000,0.0833,12
56,three tables two join,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
56,two tables single join multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8
56,single table multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
57,single table single row,0.0000,0.0000,0.0000,0.1111,0.0000,0.0000,0.0000,0.1111,9
57,two tables single join,0.0000,0.0000,0.0000,0.0833,0.0000,0.0000,0.0000,0.0833,12
57,three tables two join,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
57,two tables single join multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8
57,single table multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
